review_id,asin,brand,rating,title,body,sentiment,compound_score,verified_purchase,helpful_votes,review_date,aspect_wheels,aspect_handle,aspect_material,aspect_zipper,aspect_size,aspect_durability,aspect_lock,aspect_weight
R2HWLO5S9S4UUF,B09815BNCJ,American Tourister,1,1.0 out of 5 stars,"There is no stickers on the suitcase waste of money, size is also very small better don't buy it,, not at all worthable.",neutral,-0.008,True,0,27 March 2026,0.0,0.0,0.0,0.0,-0.008,0.0,0.0,0.0
R2PMOWCO3X0AJ4,B09815BNCJ,American Tourister,5,5.0 out of 5 stars,Good quality product having nice look,positive,0.65,True,0,26 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSWWYOHSOJLG6,B09815BNCJ,American Tourister,4,4.0 out of 5 stars,Good,positive,0.7,True,0,5 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3VRTCLOX6VF1A,B09815BNCJ,American Tourister,5,5.0 out of 5 stars,Nice,positive,0.6,True,0,22 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWK3HBCOAJYAX,B09815BNCJ,American Tourister,5,5.0 out of 5 stars,Very good product,positive,0.91,True,0,21 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R12E7OOHYTSQX8,B09815BNCJ,American Tourister,2,2.0 out of 5 stars,Item weight is more than promised in advertisements on Amazon,positive,0.5,True,0,16 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
R1U2OP9D35YJ4B,B0F5HMW1M2,American Tourister,2,2.0 out of 5 stars,Color faded in 1 year just keeping in the room,neutral,0.0,True,0,25 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10VBCX2KZS0M,B0F5HMW1M2,American Tourister,5,5.0 out of 5 stars,Good product,positive,0.7,True,0,23 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3MU2ZX5FNX4IK,B0F5HMW1M2,American Tourister,1,1.0 out of 5 stars,Item is without TSA lock.,neutral,0.0,True,0,23 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R18QWEUL4EWHKM,B0F5HMW1M2,American Tourister,4,4.0 out of 5 stars,Goog at quality but colour shade looks some difference in reality,neutral,0.0,True,0,21 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1SYM7CNSQCWF6,B0F5HMW1M2,American Tourister,1,1.0 out of 5 stars,The set of 3 was ordered and received one.,neutral,0.0,True,0,17 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3R9LGCIOL417,B0F5HMW1M2,American Tourister,5,5.0 out of 5 stars,Sturdy and light weight in economical price,positive,0.35,True,0,14 March 2026,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35
R1C1C3RRNUU57I,B09RPLYFXJ,American Tourister,1,1.0 out of 5 stars,The item was small and poor quality. Have immediately initiated return on the same day of delivery (18th mar 2026) but it is neither picked up nor money is refunded.,negative,-0.217,True,0,24 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCPDEQNAIB0RA,B09RPLYFXJ,American Tourister,5,5.0 out of 5 stars,"Mainly ordered for the colour (red/maroon), as I was not getting much options when it came to colour in American Tourister..",positive,0.122,False,0,21 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2EYUL2KG5RZHE,B09RPLYFXJ,American Tourister,4,4.0 out of 5 stars,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range,positive,0.226,True,0,12 March 2026,0.0,0.226,0.0,0.0,0.0,0.226,0.0,0.0
RTBQE5FY03PXV,B09RPLYFXJ,American Tourister,4,4.0 out of 5 stars,Good to go,positive,0.7,True,0,4 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1MGACPPXWEHNV,B09RPLYFXJ,American Tourister,1,1.0 out of 5 stars,"“The inner chain hook is missing, and the stitching is not proper.”",negative,-0.067,True,0,3 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2DIHAGU44Q7BQ,B09RPLYFXJ,American Tourister,5,5.0 out of 5 stars,Awesome!,positive,1.0,True,2,18 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R384XZMUHD9Q3W,B0F5HQQ361,American Tourister,4,4.0 out of 5 stars,"The set is good, colour is nice and there are no scratches or anything.
The overall build quality of the bags and the quality of the wheels and the handles feels a bit weak/flimsy but at this price point can't really complain as in the stores the sets start from 13k onwards.
If anyone wants a decent set of bags in a limited budget then you can definitely purchase this set. It is definitely value for money.",positive,0.199,True,0,19 March 2026,0.199,0.199,0.0,0.0,0.0,0.0,0.0,0.0
R3CI7JM9P2MXHH,B0F5HQQ361,American Tourister,5,5.0 out of 5 stars,Amazing😍😍😍😍😍😍😍 so nice,positive,0.6,True,0,16 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R302JBGYWI8DP5,B0F5HQQ361,American Tourister,5,5.0 out of 5 stars,Awesome go for it without any doubt..,positive,1.0,True,0,15 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26MSK0ERVGI0X,B0F5HQQ361,American Tourister,5,5.0 out of 5 stars,All ok,positive,0.5,True,0,14 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2MXN2W349CBXF,B0F5HQQ361,American Tourister,3,3.0 out of 5 stars,The chain broke when i first opened it.,positive,0.25,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
R1UQCE5ROSU0UU,B0F5HQQ361,American Tourister,5,5.0 out of 5 stars,Good product in excellent condition and very good packaging.,positive,0.87,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R384XZMUHD9Q3W,B0F5HKFPWR,American Tourister,4,4.0 out of 5 stars,"The set is good, colour is nice and there are no scratches or anything.
The overall build quality of the bags and the quality of the wheels and the handles feels a bit weak/flimsy but at this price point can't really complain as in the stores the sets start from 13k onwards.
If anyone wants a decent set of bags in a limited budget then you can definitely purchase this set. It is definitely value for money.",positive,0.199,True,0,19 March 2026,0.199,0.199,0.0,0.0,0.0,0.0,0.0,0.0
R3CI7JM9P2MXHH,B0F5HKFPWR,American Tourister,5,5.0 out of 5 stars,Amazing😍😍😍😍😍😍😍 so nice,positive,0.6,True,0,16 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R302JBGYWI8DP5,B0F5HKFPWR,American Tourister,5,5.0 out of 5 stars,Awesome go for it without any doubt..,positive,1.0,True,0,15 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26MSK0ERVGI0X,B0F5HKFPWR,American Tourister,5,5.0 out of 5 stars,All ok,positive,0.5,True,0,14 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2MXN2W349CBXF,B0F5HKFPWR,American Tourister,3,3.0 out of 5 stars,The chain broke when i first opened it.,positive,0.25,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
R1UQCE5ROSU0UU,B0F5HKFPWR,American Tourister,5,5.0 out of 5 stars,Good product in excellent condition and very good packaging.,positive,0.87,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2HWLO5S9S4UUF,B0CHRL351K,American Tourister,1,1.0 out of 5 stars,"There is no stickers on the suitcase waste of money, size is also very small better don't buy it,, not at all worthable.",neutral,-0.008,True,0,27 March 2026,0.0,0.0,0.0,0.0,-0.008,0.0,0.0,0.0
R2PMOWCO3X0AJ4,B0CHRL351K,American Tourister,5,5.0 out of 5 stars,Good quality product having nice look,positive,0.65,True,0,26 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSWWYOHSOJLG6,B0CHRL351K,American Tourister,4,4.0 out of 5 stars,Good,positive,0.7,True,0,5 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3VRTCLOX6VF1A,B0CHRL351K,American Tourister,5,5.0 out of 5 stars,Nice,positive,0.6,True,0,22 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWK3HBCOAJYAX,B0CHRL351K,American Tourister,5,5.0 out of 5 stars,Very good product,positive,0.91,True,0,21 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R12E7OOHYTSQX8,B0CHRL351K,American Tourister,2,2.0 out of 5 stars,Item weight is more than promised in advertisements on Amazon,positive,0.5,True,0,16 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
R3LVYZ45UXUCDP,B0D62PN1J9,American Tourister,5,5.0 out of 5 stars,A super cool and durable trolley which is a great value for money..I have been using this one for the last 6 years and it’s still going strong.,positive,0.383,True,0,16 March 2026,0.383,0.0,0.0,0.0,0.0,0.383,0.0,0.0
R1281WUKN25X8F,B0D62PN1J9,American Tourister,4,4.0 out of 5 stars,Worth having it,positive,0.3,True,0,15 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R28T7CNIR6IVNP,B0D62PN1J9,American Tourister,5,5.0 out of 5 stars,"Product is same as shown in image, it has premium quality.",neutral,0.0,True,0,11 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2FSDQ3KTS8OD8,B0D62PN1J9,American Tourister,3,3.0 out of 5 stars,"I thinks this bag lags strength, haven't used it return it as soon as it was delivered , if you are not looking for strength then it's good",positive,0.7,True,0,2 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6UGHQ33PA0CV,B0D62PN1J9,American Tourister,5,5.0 out of 5 stars,"Amazing product, light weight, good design, durable",positive,0.567,True,0,27 January 2026,0.0,0.0,0.0,0.0,0.0,0.567,0.0,0.567
R1YZF118G97LGG,B0D62PN1J9,American Tourister,1,1.0 out of 5 stars,No suitable,negative,-0.275,True,2,11 January 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1ZBFU79L5GFNJ,B073XL1C3W,American Tourister,3,3.0 out of 5 stars,"To anyone going for this purchase. Please confirm the product description upon recieving the bag if it's according to what it states by measuring your bag with a measuring tape. Product description says it's 58 cms. And when spoken to the customer service team, they say there is a product description mismatch. And in reality this is a 55 cm trolley bag.
Misleading people is really shameful.",positive,0.2,True,0,23 March 2026,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
R1830RX7BN73HY,B073XL1C3W,American Tourister,5,5.0 out of 5 stars,It's a really great luggage back using it as a hosteller great choice. I bought it for 3000,positive,0.533,True,0,20 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R31BX1KZVYQG60,B073XL1C3W,American Tourister,5,5.0 out of 5 stars,Good,positive,0.7,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RZUPKJTXG8QRP,B073XL1C3W,American Tourister,5,5.0 out of 5 stars,I just bought this and I am happy with the colour and the size. I have yet to test it on international air travel. I will do this shortly. However I have had experience with an American tourister which I bought many years ago and which withstood international air travel for many years. I hope that this one will serve me well as well.,positive,0.257,True,0,5 March 2026,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0
R1JYPOG82O3ZB9,B073XL1C3W,American Tourister,2,2.0 out of 5 stars,I bought American tourister Jamaica blue spinner polyster 79 Cm actually in one year it got patches at upper side so and it's durability not upto warranty period can you please exchange my existing products as it is still under warranty,neutral,0.0,True,0,3 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R25MATZ6UDZ4EJ,B073XL1C3W,American Tourister,3,3.0 out of 5 stars,Not really a solid like how American tourister suitcases are,neutral,0.0,True,0,21 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2QUEQ64NTI8CH,B0DYP2TLLG,American Tourister,5,5.0 out of 5 stars,Good quality bag.,positive,0.7,True,0,8 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3840O2AANTV4B,B0DYP2TLLG,American Tourister,5,5.0 out of 5 stars,Excellent quality new suitcase with no TSA lock and key. There is only combination lock which is a safer lock that nobody with TSA key can open.,positive,0.189,False,0,28 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0
RNHTOEKWVK2W5,B0DYP2TLLG,American Tourister,5,5.0 out of 5 stars,"Very good product, sturdy and long life, everything is fine",positive,0.426,True,0,21 February 2026,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
R1K6C8EIWPCJEV,B0DYP2TLLG,American Tourister,5,5.0 out of 5 stars,"Love this bag, it’s the perfect size and colour.",positive,0.75,True,0,13 February 2026,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
R3GOUE0E6U1Z3U,B0DYP2TLLG,American Tourister,4,4.0 out of 5 stars,Nice,positive,0.6,True,0,13 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1020XV8TC91TK,B0DYP2TLLG,American Tourister,5,5.0 out of 5 stars,"The 3 point locking system is best. Bags with zipper are prone to easily getting damaged, cut by sharp objects etc.
The detail mentioned material as polycarbonate in this, however its polypropylene actually",positive,0.327,True,0,3 February 2026,0.0,0.0,0.327,0.327,0.0,0.327,0.327,0.0
R7T91G0BBJLIC,B0D66BN1FX,VIP,3,3.0 out of 5 stars,"First time ordered delsey product. Nothing special to say looks similar in finish, build as American tourister. Packing was not good, no thermocol, bubble paper inside the cardboard box. Could be damaged/scratched easily. Can't think of any reason to recommend.",positive,0.115,True,0,8 March 2026,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0
R34B6HVF1XJGQP,B0D66BN1FX,VIP,5,5.0 out of 5 stars,"Excellent bag, easy to carry and light weight, very spacious and expandable. Noise level is low. Durable, using it since a year. Worth the price.",positive,0.389,True,0,2 March 2026,0.0,0.0,0.0,0.0,0.389,0.389,0.0,0.389
R1TZA2Z6OI91AY,B0D66BN1FX,VIP,4,4.0 out of 5 stars,"Good , value for money",positive,0.7,True,0,1 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R34L15LHBAJG6C,B0D66BN1FX,VIP,1,1.0 out of 5 stars,Scuffed,neutral,0.0,True,0,15 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3P7QBMBRESYAU,B0D66BN1FX,VIP,1,1.0 out of 5 stars,Looked like a used / first copy product. Goof up with the logo!,positive,0.312,True,0,10 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RVHVHRYPXGYQP,B0D66BN1FX,VIP,1,1.0 out of 5 stars,"Bad surface, only after one use the box looked scratched all over. Feels like 3 year used old. I wish I could get replacement",negative,-0.2,True,0,9 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R22GT8BVF5T2N3,B0CW9X3TB3,VIP,1,1.0 out of 5 stars,Do not purchase this product. Quality has been compromised for cost cutting. Main and Side handles are not flexible. Even support bracket at bottom of the luggage is not there.,negative,-0.217,True,0,26 March 2026,0.0,-0.217,0.0,0.0,0.0,0.0,0.0,0.0
R2AS8WZYHV2C7I,B0CW9X3TB3,VIP,1,1.0 out of 5 stars,Very bad and froud service application,negative,-0.91,True,0,23 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDQ6FACBVT7EC,B0CW9X3TB3,VIP,3,3.0 out of 5 stars,"I am sorry to inform you about the behaviour of delivary associate.He will always try to handover the items to watch woman.I am in station living in 3rd floor.can he come to hand over item?lift fecility is there.I am a senior citizen aged70. After seeing your message in WhatsApp,I made a phone call to watch woman.It is not fair to deal with customers.The relationship should be fair and healthy.Dont entertain reckless people as delivary associates.
I will write particular review about the item,after
seeing the item.

The item is very nice.Color is also good.
Expandable.We can keep wet cloths like towel
Two other zips are useful to keep medicines.Soap box etc.
I am happy with purchase.
Instruct the delivary associate to handover to party,when he is at home.If I were out of station
I give instruction to hand over to watch man/woman.OTP method is the best way to solve this kind of problems.
Thank You.",positive,0.261,True,0,11 March 2026,0.0,0.0,0.0,0.261,0.0,0.0,0.261,0.0
R222CWYX3FUXXI,B0CW9X3TB3,VIP,5,5.0 out of 5 stars,Very good for international travel. Easy for movement.,positive,0.448,True,0,8 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R9YOHQKZ1HPXR,B0CW9X3TB3,VIP,5,5.0 out of 5 stars,Value for maney good prodact,positive,0.7,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAHRRI8H0LM5C,B0CW9X3TB3,VIP,5,5.0 out of 5 stars,Very good in this price,positive,0.91,True,0,3 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1U2OP9D35YJ4B,B0F5HLYQK3,VIP,2,2.0 out of 5 stars,Color faded in 1 year just keeping in the room,neutral,0.0,True,0,25 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10VBCX2KZS0M,B0F5HLYQK3,VIP,5,5.0 out of 5 stars,Good product,positive,0.7,True,0,23 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3MU2ZX5FNX4IK,B0F5HLYQK3,VIP,1,1.0 out of 5 stars,Item is without TSA lock.,neutral,0.0,True,0,23 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R18QWEUL4EWHKM,B0F5HLYQK3,VIP,4,4.0 out of 5 stars,Goog at quality but colour shade looks some difference in reality,neutral,0.0,True,0,21 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1SYM7CNSQCWF6,B0F5HLYQK3,VIP,1,1.0 out of 5 stars,The set of 3 was ordered and received one.,neutral,0.0,True,0,17 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3R9LGCIOL417,B0F5HLYQK3,VIP,5,5.0 out of 5 stars,Sturdy and light weight in economical price,positive,0.35,True,0,14 March 2026,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35
R3MUTNTGHTMGFK,B0F5HG79PH,VIP,1,1.0 out of 5 stars,"Very delicate, It’s not suitable for long tour by connecting flights.
I can’t imagine this much poor quality manufacturing by Aristocrat .",negative,-0.279,True,0,24 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.279
RG82I598E5CZP,B0F5HG79PH,VIP,4,4.0 out of 5 stars,Very good and useful for our journey,positive,0.605,True,0,24 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1H9L4V13X0EIR,B0F5HG79PH,VIP,5,5.0 out of 5 stars,Original and value for money.,positive,0.375,True,0,23 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1Z5N03H9KG37O,B0F5HG79PH,VIP,5,5.0 out of 5 stars,Very good nice product 100000%worth for money,positive,0.755,True,0,19 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RV9BN69TULEKD,B0F5HG79PH,VIP,3,3.0 out of 5 stars,"Super bag color. High zip quality. Lite weight bag. Gorgeous lock function , easily carry cloths, smoth travelling in floor",positive,0.407,False,0,18 March 2026,0.0,0.0,0.0,0.407,0.0,0.0,0.407,0.407
R2KDOC2W851JFI,B0F5HG79PH,VIP,4,4.0 out of 5 stars,Nice product,positive,0.6,True,0,16 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R384XZMUHD9Q3W,B0F5HGKNSR,VIP,4,4.0 out of 5 stars,"The set is good, colour is nice and there are no scratches or anything.
The overall build quality of the bags and the quality of the wheels and the handles feels a bit weak/flimsy but at this price point can't really complain as in the stores the sets start from 13k onwards.
If anyone wants a decent set of bags in a limited budget then you can definitely purchase this set. It is definitely value for money.",positive,0.199,True,0,19 March 2026,0.199,0.199,0.0,0.0,0.0,0.0,0.0,0.0
R3CI7JM9P2MXHH,B0F5HGKNSR,VIP,5,5.0 out of 5 stars,Amazing😍😍😍😍😍😍😍 so nice,positive,0.6,True,0,16 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R302JBGYWI8DP5,B0F5HGKNSR,VIP,5,5.0 out of 5 stars,Awesome go for it without any doubt..,positive,1.0,True,0,15 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26MSK0ERVGI0X,B0F5HGKNSR,VIP,5,5.0 out of 5 stars,All ok,positive,0.5,True,0,14 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2MXN2W349CBXF,B0F5HGKNSR,VIP,3,3.0 out of 5 stars,The chain broke when i first opened it.,positive,0.25,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
R1UQCE5ROSU0UU,B0F5HGKNSR,VIP,5,5.0 out of 5 stars,Good product in excellent condition and very good packaging.,positive,0.87,True,0,7 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C1C3RRNUU57I,B09RPLYFXJ,VIP,1,1.0 out of 5 stars,The item was small and poor quality. Have immediately initiated return on the same day of delivery (18th mar 2026) but it is neither picked up nor money is refunded.,negative,-0.217,True,0,24 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCPDEQNAIB0RA,B09RPLYFXJ,VIP,5,5.0 out of 5 stars,"Mainly ordered for the colour (red/maroon), as I was not getting much options when it came to colour in American Tourister..",positive,0.122,False,0,21 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2EYUL2KG5RZHE,B09RPLYFXJ,VIP,4,4.0 out of 5 stars,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range,positive,0.226,True,0,12 March 2026,0.0,0.226,0.0,0.0,0.0,0.226,0.0,0.0
RTBQE5FY03PXV,B09RPLYFXJ,VIP,4,4.0 out of 5 stars,Good to go,positive,0.7,True,0,4 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1MGACPPXWEHNV,B09RPLYFXJ,VIP,1,1.0 out of 5 stars,"“The inner chain hook is missing, and the stitching is not proper.”",negative,-0.067,True,0,3 March 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2DIHAGU44Q7BQ,B09RPLYFXJ,VIP,5,5.0 out of 5 stars,Awesome!,positive,1.0,True,2,18 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3LVYZ45UXUCDP,B0D62PSTR8,VIP,5,5.0 out of 5 stars,A super cool and durable trolley which is a great value for money..I have been using this one for the last 6 years and it’s still going strong.,positive,0.383,True,0,16 March 2026,0.383,0.0,0.0,0.0,0.0,0.383,0.0,0.0
R1281WUKN25X8F,B0D62PSTR8,VIP,4,4.0 out of 5 stars,Worth having it,positive,0.3,True,0,15 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R28T7CNIR6IVNP,B0D62PSTR8,VIP,5,5.0 out of 5 stars,"Product is same as shown in image, it has premium quality.",neutral,0.0,True,0,11 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2FSDQ3KTS8OD8,B0D62PSTR8,VIP,3,3.0 out of 5 stars,"I thinks this bag lags strength, haven't used it return it as soon as it was delivered , if you are not looking for strength then it's good",positive,0.7,True,0,2 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6UGHQ33PA0CV,B0D62PSTR8,VIP,5,5.0 out of 5 stars,"Amazing product, light weight, good design, durable",positive,0.567,True,0,27 January 2026,0.0,0.0,0.0,0.0,0.0,0.567,0.0,0.567
R1YZF118G97LGG,B0D62PSTR8,VIP,1,1.0 out of 5 stars,No suitable,negative,-0.275,True,2,11 January 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3HJYU96YDAFSY,B0D62NN3CM,VIP,5,5.0 out of 5 stars,"Great product, flew to Spain for vacation! It is oversized but fits for my requirements!",positive,1.0,True,0,8 March 2026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R16AC1PVBNJCRZ,B0D62NN3CM,VIP,1,1.0 out of 5 stars,"The quality is not good and strong enough to hold the luggage. Zip runner is not there inside the box, key is missing and if I pull using top handle, the box is bending heavily.",neutral,0.026,True,0,28 February 2026,0.0,0.026,0.0,0.026,0.0,0.026,0.0,0.0
R1GBZVMI816OR2,B0D62NN3CM,VIP,3,3.0 out of 5 stars,not that durable,neutral,0.0,True,0,27 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3OHHIN4TSBTFX,B0D62NN3CM,VIP,5,5.0 out of 5 stars,Best quality bag,positive,1.0,True,0,27 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R12FQMBNY0NFHI,B0D62NN3CM,VIP,2,2.0 out of 5 stars,Quality of this product is not suitable for me,negative,-0.275,True,0,23 February 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2XPPR1F1WTK0U,B0D62NN3CM,VIP,5,5.0 out of 5 stars,Good quality.sturdy & practical.,positive,0.7,True,0,21 February 2026,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
R1LB5N81SLFO76,B0BKQ96SKR,VIP,1,1.0 out of 5 stars,Bad quality. Received item looks like a used one. All wheels and handles are dirty.Not worthy for the price given.,negative,-0.183,True,0,23 January 2026,-0.183,-0.183,0.0,0.0,0.0,0.0,0.0,0.0
RZP4VE6BDHUXC,B0BKQ96SKR,VIP,1,1.0 out of 5 stars,It got broken within 2nd time of travel..product quality is too bad and we don’t know how to replace it since it’s still in warranty.,negative,-0.367,True,0,30 December 2025,0.0,0.0,0.0,0.0,0.0,-0.367,0.0,0.0
R1JOWMOLYUJY2Z,B0BKQ96SKR,VIP,5,5.0 out of 5 stars,"The most reliable and value-for-money brands in the luggage category. Their bags are known for durability, smart design, and bright styling that appeals to frequent travelers.
Zippers feel light, but Excellent durability, smooth wheels, and stylish looks at a very competitive price.",positive,0.446,True,0,12 December 2025,0.446,0.0,0.0,0.446,0.0,0.446,0.0,0.446
RXGD0R5ZFUP9E,B0BKQ96SKR,VIP,1,1.0 out of 5 stars,"I frequently travel to the US and park and the suitcase could not handle the basic travel. The wheels started to squeak and eventually one of the rubber of the wheel came out loose. I never overpack my luggage because of the flight restrictions and it still is a bad product for the price.
I'm still figuring out how I can claim the warranty and get a replacement or a service for the same, but I'm unable to contact them",negative,-0.196,True,3,2 December 2025,-0.196,-0.196,0.0,0.0,0.0,0.0,0.0,-0.196
RL442CEN0LKIJ,B0BKQ96SKR,VIP,4,4.0 out of 5 stars,Good one,positive,0.7,True,0,20 October 2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1X73G1MW752XZ,B0BKQ96SKR,VIP,4,4.0 out of 5 stars,Quality of the cabin baggage is good however the side is light yellow and not golden other than that everything is fine,positive,0.207,True,0,16 October 2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207
